id,collection,title,page,change_type,original,corrected,notes
13448,Von Schwelle zu Schwelle,Gut,32,source_text_replaced,"Gut, daß ich über dich hinflog.
Gut, daß auch ich mir erklang, als der Himmel dir quoll aus den Augen.
Gut, daß ich sah, wessen Stern da rin glomm -
Gut, daß ich dennoch nicht aufschrie.
Denn nun gellt dir die Stimme im Ohr,
die mich wild vor s ich herstieß.
Und der mich peitschte, der Regen,
meißelt dir jetzt einen Mund,
der spricht, wenn die Sterne schrumpfen,
der schwillt, wenn die Himmel verebben.","Gut, daß ich über dich hinflog.  
Gut, daß auch ich mir erklang, als der Himmel dir quoll aus den Augen.  
Gut, daß ich sah, wessen Stern da rin glomm -  
Gut, daß ich dennoch nicht aufschrie.",Replaced JSON text with the text extracted from the PDF page segment.
13448,Von Schwelle zu Schwelle,Gut,32,cleaning_and_normalization,"Gut, daß ich über dich hinflog.
Gut, daß auch ich mir erklang, als der Himmel dir quoll aus den Augen.
Gut, daß ich sah, wessen Stern da rin glomm Gut, daß ich dennoch nicht aufschrie.
Denn nun gellt dir die Stimme im Ohr,
die mich wild vor sich herstieß.
Und der mich peitschte, der Regen,
meißelt dir jetzt einen Mund,
der spricht, wenn die Sterne schrumpfen,
der schwillt, wenn die Himmel verebben.","Gut, daß ich über dich hinflog.
Gut, daß auch ich mir erklang, als der Himmel dir quoll aus den Augen.
Gut, daß ich sah, wessen Stern da rin glomm Gut, daß ich dennoch nicht aufschrie.","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13449,Von Schwelle zu Schwelle,Zu zweien,33,source_text_replaced,"Zu zweien schwimmen die T oten,
zu zweien, umflossen von Wein.
Im Wein, den sie über dich gossen,
schwimmen die Toten zu zw ein.
Sie flochten ihr Haar sich zu Matten,
sie wohnen einander bei.
Du wirf deinen Würfel noch einmal
und tauch in ein Auge der Zwei.","Zu zweien schwimmen die T oten, 
zu zweien, umflossen von Wein. 
Im Wein, den sie über dich gossen, 
schwimmen die Toten zu zw ein. 
Sie flochten ihr Haar sich zu Matten, 
sie wohnen einander bei. 
Du wirf deinen Würfel noch einmal 
und tauch in ein Auge der Zwei.",Replaced JSON text with the text extracted from the PDF page segment.
13450,Von Schwelle zu Schwelle,Der Gast,33,source_text_replaced,"Lange vor Abend
kehrt bei dir ein, der den Gruß get auscht mit dem Dunkel.
Lange vor Tag
wacht er auf
und facht, eh er geht, einen Schlaf an,
einen Schlaf, durchklungen von Schritten:
du hörst ihn die Fernen durchmessen
und wirfst deine Seele dorthin.","Lange vor Abend  
kehrt bei dir ein, der den Gruß get auscht mit dem Dunkel.  
Lange vor Tag  
wacht er auf  
und facht, eh er geht, einen Schlaf an,  
einen Schlaf, durchklungen von Schritten:  
du hörst ihn die Fernen durchmessen 
und wirfst deine Seele dorthin.",Replaced JSON text with the text extracted from the PDF page segment.
13452,Von Schwelle zu Schwelle,Aufs Auge gepfropft,34,source_text_replaced,"Aufs Auge gepropft
ist dir das Reis, das den Wäldern den Weg wies:
verschwistert den Blicken,
treibt es die schwarze,
die Knospe.
Himmelweit spannt sich das Lid diesem Frühling.
Lidweit dehnt sich der Hi mmel,
darunter, beschirmt von der Knospe,
der Ewige pflügt,
der Herr.
Lausche der Pflugschar, lausche.
Lausche: sie knirscht
über der harten, der hellen,
der unvordenklichen Träne.","Aufs Auge gepropft  
ist dir das Reis, das den Wäldern den Weg wies:  
verschwistert den Blicken,  
treibt es die schwarze,  
die Knospe.  
Himmelweit spannt sich das Lid diesem Frühling.  
Lidweit dehnt sich der Hi mmel,  
darunter, beschirmt von der Knospe,  
der Ewige pflügt,  
der Herr.  
Lausche der Pflugschar, lausche.  
Lausche: sie knirscht  
über der harten, der hellen,  
der unvordenklichen Träne.",Replaced JSON text with the text extracted from the PDF page segment.
13453,Von Schwelle zu Schwelle,Der uns die Stunden zählte,34,source_text_replaced,"Der uns die Stunden zä hlte,
er zählt weiter.
Was mag er zählen, sag?
Er zählt und zählt.
Nicht kühler wirds,
nicht nächtiger,
nicht feuchter.
Nur was uns lauschen half:
es lauscht nun
für sich allein.","Der uns die Stunden zä hlte,  
er zählt weiter.  
Was mag er zählen, sag? 
Er zählt und zählt.  
Nicht kühler wirds,  
nicht nächtiger,  
nicht feuchter.",Replaced JSON text with the text extracted from the PDF page segment.
13453,Von Schwelle zu Schwelle,Der uns die Stunden zählte,34,cleaning_and_normalization,"Der uns die Stunden zä hlte,
er zählt weiter.
Was mag er zählen, sag?
Er zählt und zählt.
Nicht kühler wirds,
nicht nächtiger,
nicht feuchter.
Nur was uns lauschen half:
es lauscht nun
für sich allein.","Der uns die Stunden zä hlte,
er zählt weiter.
Was mag er zählen, sag?
Er zählt und zählt.
Nicht kühler wirds,
nicht nächtiger,
nicht feuchter.","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13454,Von Schwelle zu Schwelle,Assisi,35,source_text_replaced,"Umbrische Nacht.
Umbrische Nacht mit dem Silbe r von Glocke und Ölblatt.
Stumm, wa s ins Leben stieg, stumm.
Füll die Krüge um.
Irdener Krug.
Irdener Krug, dran die Töpferhand festwuchs.
Irdener Krug, den die H and eines Schattens für immer verschloß.
Irdener Krug mit dem Siegel des Schattens.
Stein, wo du hinsiehst, Stein.
Laß das Grautier ein.
Trot tendes Tier.
Trot tendes Tier im Schnee, den die nackteste Hand streut.
Trot tendes Tier, das den Schlaf aus der Hand frißt.
Glanz, der nicht trösten will, Glanz.
Die Toten - sie betteln noch, Franz.","Umbrische Nacht.  
Umbrische Nacht mit dem Silbe r von Glocke und Ölblatt.  
Stumm, wa s ins Leben stieg, stumm.  
Füll die Krüge um.  
Irdener Krug.  
Irdener Krug, dran die Töpferhand festwuchs.  
Irdener Krug, den die H and eines Schattens für immer verschloß.  
Irdener Krug mit dem Siegel des Schattens.  
Stein, wo du hinsiehst, Stein .  
Laß das Grautier ein.  
Trot tendes Tier.  
Trot tendes Tier im Schnee, den die nackteste Hand streut.  
Trot tendes Tier, das den Schlaf aus der Hand frißt.  
Glanz, der nicht trösten will, Glanz.  
Die Toten - sie betteln noch, Franz.",Replaced JSON text with the text extracted from the PDF page segment.
13456,Von Schwelle zu Schwelle,Vor einer Kerze,36,source_text_replaced,"Aus getriebenem Golde, so
wie du's mir anbefahlst, Mutter,
formt ich den Leuchter, daraus
sie empor mir dunkelt inmitten
splitternder Stunden:
deines
Totseins Tochter.
Schlank von Gestalt,
ein schmaler, mandeläugiger Schatten,
Mund und Geschlecht
umtanz t von Schlummergetier,
entschwebt sie dem klaffenden Golde,
steigt sie hinan
zum Scheitel des Jetzt.
Mit nachtverhangnen
Lippen
sprech ich den Segen:
Im Namen der Drei,
die einander befehden, bis
der Himmel hinabtaucht ins G rab der Gefühle,
im Na men der Drei, deren Ringe
am Finger mir glän zen, sooft
ich den Bäumen i m Abgrund das Haar lös,
auf daß die Tiefe durchrauscht s ei von reicherer Flut -,
im Namen des ersten der Dr ei,
der aufschrie,
als es zu leben galt dort, wo vor ihm sein Wort schon gewesen,
im Namen des zweiten, der zusah u nd weinte,
im Namen des dritte n, der weiße
Steine häuft in der Mitte, -
sprech ich dich frei
vom Amen, das un s übertäubt,
vom eisigen Licht, das es säumt,
da, wo es turmhoch ins Meer tritt,
da, wo die graue, die Taube
aufpickt die Namen
diesseits und jenseits des Sterbens:
Du bleibst, du bleibst, du bleibst
einer Toten Kind,
geweiht dem Nein meiner Sehnsucht,
vermählt einer Schrunde der Zeit,
auf daß ein einziges Mal
erzittre die Hand,
die je und je mir ans Herz greift!","Aus getriebenem Golde, so  
wie du's mir anbefahlst, Mutter,  
formt ich den Leuchter, daraus  
sie empor mir dunkelt inmitten  
splitternder Stunden:  
deines  
Totseins Tochter. 
Schlank von Gestalt,  
ein schmaler, mandeläugiger Schatten, 
Mund und Geschlecht  
umtanz t von Schlummergetier, 
entschwebt sie dem klaffenden Golde,  
steigt sie hinan  
zum Scheitel des Jetzt.  
Mit nachtverhangnen  
Lippen  
sprech ich den Segen:  
Im Namen der Drei,  
die einander befehden, bis  
der Himmel hinabtaucht ins G rab der Gefühle,  
im Na men der Drei, deren Ringe  
am Finger mir glän zen, sooft  
ich den Bäumen i m Abgrund das Haar lös,  
auf daß die Tiefe durchrauscht s ei von reicherer Flut -,  
im Namen des ersten der Dr ei,  
der aufschrie,  
als es zu leben galt dort, wo vor ihm sein Wort schon gewesen,  
im Namen des zweiten, der zusah u nd weinte,  
im Namen des dritte n, der weiße  
Steine häuft in der Mitte, -  
sprech ich dich frei  
vom Amen, das un s übertäubt,  
vom eisigen Licht, das es säumt,  
da, wo es turmhoch ins Meer tritt,  
da, wo die graue, die Taube  
aufpickt die Namen  
diesseits und jenseits des Sterbens:  
Du bleibst, du bleibst, du bleibst 
einer Toten Kind,",Replaced JSON text with the text extracted from the PDF page segment.
13456,Von Schwelle zu Schwelle,Vor einer Kerze,36,cleaning_and_normalization,"Aus getriebenem Golde, so
wie du'smir anbefahlst, Mutter,
formt ich den Leuchter, daraus
sie empor mir dunkelt inmitten
splitternder Stunden:
deines
Totseins Tochter.
Schlank von Gestalt,
ein schmaler, mandeläugiger Schatten,
Mund und Geschlecht
umtanz tvon Schlummergetier,
entschwebt sie dem klaffenden Golde,
steigt sie hinan
zum Scheitel des Jetzt.
Mit nachtverhangnen
Lippen
sprech ich den Segen:
Im Namen der Drei,
die einander befehden, bis
der Himmel hinabtaucht ins Grab der Gefühle,
im Na men der Drei, deren Ringe
am Finger mir glän zen, sooft
ich den Bäumen i m Abgrund das Haar lös,
auf daß die Tiefe durchrauscht sei von reicherer Flut -,
im Namen des ersten der Dr ei,
der aufschrie,
als es zu leben galt dort, wo vor ihm sein Wort schon gewesen,
im Namen des zweiten, der zusah und weinte,
im Namen des dritte n, der weiße
Steine häuft in der Mitte, sprech ich dich frei
vom Amen, das un sübertäubt,
vom eisigen Licht, das es säumt,
da, wo es turmhoch ins Meer tritt,
da, wo die graue, die Taube
aufpickt die Namen
diesseits und jenseits des Sterbens:
Du bleibst, du bleibst, du bleibst
einer Toten Kind,
geweiht dem Nein meiner Sehnsucht,
vermählt einer Schrunde der Zeit,
auf daß ein einziges Mal
erzittre die Hand,
die je und je mir ans Herz greift!","Aus getriebenem Golde, so
wie du'smir anbefahlst, Mutter,
formt ich den Leuchter, daraus
sie empor mir dunkelt inmitten
splitternder Stunden:
deines
Totseins Tochter.
Schlank von Gestalt,
ein schmaler, mandeläugiger Schatten,
Mund und Geschlecht
umtanz tvon Schlummergetier,
entschwebt sie dem klaffenden Golde,
steigt sie hinan
zum Scheitel des Jetzt.
Mit nachtverhangnen
Lippen
sprech ich den Segen:
Im Namen der Drei,
die einander befehden, bis
der Himmel hinabtaucht ins Grab der Gefühle,
im Na men der Drei, deren Ringe
am Finger mir glän zen, sooft
ich den Bäumen i m Abgrund das Haar lös,
auf daß die Tiefe durchrauscht sei von reicherer Flut -,
im Namen des ersten der Dr ei,
der aufschrie,
als es zu leben galt dort, wo vor ihm sein Wort schon gewesen,
im Namen des zweiten, der zusah und weinte,
im Namen des dritte n, der weiße
Steine häuft in der Mitte, sprech ich dich frei
vom Amen, das un sübertäubt,
vom eisigen Licht, das es säumt,
da, wo es turmhoch ins Meer tritt,
da, wo die graue, die Taube
aufpickt die Namen
diesseits und jenseits des Sterbens:
Du bleibst, du bleibst, du bleibst
einer Toten Kind,","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13457,Von Schwelle zu Schwelle,Mit wechselndem Schlüssell,37,source_text_replaced,"Mit wechse lndem Schlüssel
schließt du das Haus auf, darin
der Schnee des Versch wiegenen treibt.
Je nach dem Blut, das dir quillt
aus Aug oder Mund oder Ohr,
wechselt dein Schlüssel.
Wechselt dein Schlüssel, wechselt das Wort,
das treiben darf mit den Flocken.
Je nach dem Wind, der dich fortstößt,","Mit wechse lndem Schlüssel  
schließt du das Haus auf, darin  
der Schnee des Versch wiegenen treibt.  
Je nach dem Blut, das dir quillt  
aus Aug oder Mund oder Ohr,  
wechselt dein Schlüssel.  
Wechselt dein Schlüssel, wechselt das Wort,  
das treiben darf mit den Flocken.  
Je nach dem Wind, der dich fortstößt,",Replaced JSON text with the text extracted from the PDF page segment.
13458,Von Schwelle zu Schwelle,Hier,37,source_text_replaced,"Hier - das meint hier, wo die Kirschblüte schwärzer sein will als dort.
Hier - das meint diese Hand, die ihr hilft, es zu sein.
Hier - das mein t jedes Schiff, auf dem ich den Sandstrom heraufkam:
vertäut
liegt es im Schl af, den du streutest.
Hier - das meint einen Mann, den ich k enne:
seine Schläfe ist weiß,
wie die Glut, die er löschte.
Er warf mir sein Glas an die Stirn
und kam,
als ein Jahr herum war,
die Narbe zu küssen.
Er sprach den Fluch und den Segen
und sprach nicht wieder seither.
Hier - das meint diese Stadt,
die von dir und der Wolke regiert wird,
von ihren Abenden her.","Hier - das meint hier, wo die Kirschblüte schwärzer sein will als dort.  
Hier - das meint diese Hand, die ihr hilft, es zu sein.  
Hier - das mein t jedes Schiff, auf dem ich den Sandstrom heraufkam: 
vertäut  
liegt es im Schl af, den du streutest.  
Hier - das meint einen Mann, den ich k enne:  
seine Schläfe ist weiß,  
wie die Glut, die er löschte.  
Er warf mir sein Glas an die Stirn  
und kam, 
als ein Jahr herum war,  
die Narbe zu küssen.  
Er sprach den Fluch und den Segen  
und sprach nicht wieder seither.  
Hier - das meint diese Stadt,  
die von dir und der Wolke regiert wird,  
von ihren Abenden her.",Replaced JSON text with the text extracted from the PDF page segment.
13475,Von Schwelle zu Schwelle,Mit zeitroten Lippen,47,source_text_replaced,"Im Meer gereift ist der Mund,
im Angesicht seiner Länder.
Murmelnd spricht er sie nac h,
mit zeitroten Lippen.
Mund, gezeitigt vom Meer,
vom Meer, wo der Thun schwam m
im Glanze,
der menschenhe r strahlt.
Silber des Thuns, den der Strahl traf,
Spiegelsilber des Thuns:
aufscheint den Augen
die zweite, die wandernde Glorie
der Stirnen.
Silber und Silber.
Doppelsilber der Tiefe.
Rudre die Kähne dorthin,
Bruder.
Wirf deine Netze danach,
Bruder.
Zieh es herauf,
wirf es uns in die Häuser,
wirf es uns auf die Tische,
wirf es uns auf die Teller -
Sieh, unsre Lippen schwellen,
zeitrot auch sie wie der Abend,
murmelnd auch s ie -
und der Mund aus dem Meer
taucht schon empor
zum unendlichen Kusse.","Im Meer gereift ist der Mund,  
im Angesicht seiner Länder.  
Murmelnd spricht er sie nac h,  
mit zeitroten Lippen.  
Mund, gezeitigt vom Meer,  
vom Meer, wo der Thun schwam m 
im Glanze,  
der menschenhe r strahlt.  
Silber des Thuns, den der Strahl traf,  
Spiegelsilber des Thuns:  
aufscheint den Augen  
die zweite, die wandernde Glorie  
der Stirnen.  
Silber und Silber.  
Doppelsilber der Tiefe.  
Rudre die Kähne dorthin,  
Bruder.  
Wirf deine Netze danach,  
Bruder.  
Zieh es herauf,  
wirf es uns in die Häuser,  
wirf es uns auf die Tische,  
wirf es uns auf die Teller -  
Sieh, unsre Lippen schwellen,  
zeitrot auch sie wie der Abend,  
murmelnd auch s ie - 
und der Mund aus dem Meer  
taucht schon empor  
zum unendlichen Kusse.",Replaced JSON text with the text extracted from the PDF page segment.
13459,Von Schwelle zu Schwelle,Und das Schöne,37,source_text_replaced,"STILLEBEN
Kerze bei Kerze, Sc himmer bei Schimmer, Schein bei Schein.
Und dies hier, darunter: ein Aug,
ungepaart und geschlossen,
das Späte bewimpernd, das anbrach,
ohne der Abend zu sein.
Davor das Fremde, des Gast du hier bist:
die lichtlose Distel,
mit der das Dunkel die Seinen bedenkt,
aus der Ferne,
um unvergessen zu bleiben.
Und dies noch, verschol len im Tauben:
der Mund,
versteint und verbissen in Steine,
angerufen vom Meer,
das sein Eis die Jahre hinanwälzt.
**************************************
Und das sch öne, das du rauftest, und das Haar,
das du raufst:
welcher Kamm
kämmt es wieder glatt, das schöne Haar?
Welcher Kamm
in wessen Hand?
Und die Steine, die du häuftest,
die du häufst,
wohin werfen sie die Schatten,
und wie weit?
Und der Wind, der drüb er hinstreicht,
und der Wind:
rafft er dieser Schatten einen,
mißt er ihn dir zu?",STILLEBEN,Replaced JSON text with the text extracted from the PDF page segment.
13459,Von Schwelle zu Schwelle,Und das Schöne,37,cleaning_and_normalization,"STILLEBEN
Kerze bei Kerze, Sc himmer bei Schimmer, Schein bei Schein.
Und dies hier, darunter: ein Aug,
ungepaart und geschlossen,
das Späte bewimpernd, das anbrach,
ohne der Abend zu sein.
Davor das Fremde, des Gast du hier bist:
die lichtlose Distel,
mit der das Dunkel die Seinen bedenkt,
aus der Ferne,
um unvergessen zu bleiben.
Und dies noch, verschol len im Tauben:
der Mund,
versteint und verbissen in Steine,
angerufen vom Meer,
das sein Eis die Jahre hinanwälzt.
**************************************
Und das sch öne, das du rauftest, und das Haar,
das du raufst:
welcher Kamm
kämmt es wieder glatt, das schöne Haar?
Welcher Kamm
in wessen Hand?
Und die Steine, die du häuftest,
die du häufst,
wohin werfen sie die Schatten,
und wie weit?
Und der Wind, der drüb er hinstreicht,
und der Wind:
rafft er dieser Schatten einen,
mißt er ihn dir zu?",STILLEBEN,"Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13460,Von Schwelle zu Schwelle,Waldig,38,source_text_replaced,"Waldig, von Hi rschen georgelt,
umdrängt die Welt nun das Wort,
das auf den Lippen dir säumt,
durchglüht von gefristetem Sommer.
Sie hebt es hinweg und du folgst ihm,
du folgst ihm und strauche lst - du spürst,
wie ein Win d, dem du lange vertrautest,
dir den Arm ums Heidekr aut biegt:
wer schlafher kam
und schlafhin sich wandte,
darf das Verwunschene w iegen.
Du wiegst es hinab zu den Wassern,
darin sich der Eisvogel spiegelt,
nahe am Nirgends der Nester.
Du wiegst es hinab durch die Schneise,
die tief in der Baumglut nach Schnee giert,
du wiegst e s hinüber zum Wort,
das dort nennt, was schon w eiß ist an dir.","Waldig, von Hi rschen georgelt, 
umdrängt die Welt nun das Wort , 
das auf den Lippen dir säumt, 
durchglüht von gefristetem Sommer.",Replaced JSON text with the text extracted from the PDF page segment.
13460,Von Schwelle zu Schwelle,Waldig,38,cleaning_and_normalization,"Waldig, von Hi rschen georgelt,
umdrängt die Welt nun das Wort,
das auf den Lippen dir säumt,
durchglüht von gefristetem Sommer.
Sie hebt es hinweg und du folgst ihm,
du folgst ihm und strauche lst - du spürst,
wie ein Win d, dem du lange vertrautest,
dir den Arm ums Heidekr aut biegt:
wer schlafher kam
und schlafhin sich wandte,
darf das Verwunschene wiegen.
Du wiegst es hinab zu den Wassern,
darin sich der Eisvogel spiegelt,
nahe am Nirgends der Nester.
Du wiegst es hinab durch die Schneise,
die tief in der Baumglut nach Schnee giert,
du wiegst e shinüber zum Wort,
das dort nennt, was schon weiß ist an dir.","Waldig, von Hi rschen georgelt,
umdrängt die Welt nun das Wort,
das auf den Lippen dir säumt,
durchglüht von gefristetem Sommer.","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13461,Von Schwelle zu Schwelle,Abend der Worte,39,source_text_replaced,"Abend der Worte - Rutengänger im Stillen!
Ein Schritt und noch einer,
ein dritter, des Spur
dein Schatten nicht tilgt:
die Narbe der Zeit
tut sich auf
und setzt das Land unter Blut -
Die Doggen der Wortnacht, die Doggen
schlagen nun an
mitten in dir:
sie feiern den wilderen Durst,
den wilderen Hunger...
Ein letzter Mond springt dir bei:
einen langen silbernen Knochen
- nackt wie der Weg, den du kamst -
wirft er unter die Meute,
doch rettets dich nicht:
der Strahl, den du wecktest,
schäumt näher heran,
und obenauf schwim mt eine Frucht,
in die du vor Jahren gebissen.","Abend der Worte - Rutengänger im Stillen!  
Ein Schritt und noch einer, 
ein dritter, des Spur  
dein Schatten nicht tilgt:  
die Narbe der Zeit  
tut sich auf  
und setzt das Land unter Blut - 
Die Doggen der Wortnacht, die Doggen  
schlagen nun an  
mitten in dir:  
sie feiern den wilderen Durst,  
den wilderen Hunger . . .  
Ein letzter Mond springt dir bei:  
einen langen silbernen Knochen  
- nackt wie der Weg, den du kamst -  
wirft er unter die Meute,  
doch rettets dich nicht:  
der Strahl, den du wecktest,  
schäumt näher heran,  
und obenauf schwim mt eine Frucht,  
in die du vor Jahren gebissen.",Replaced JSON text with the text extracted from the PDF page segment.
13463,Von Schwelle zu Schwelle,Ich weiß,40,source_text_replaced,"Und du, auch du -:
verpuppt.
Wie alles Nachtgewiegte.
Dies Flattern, Flügeln rings:
ich hörs - ich seh es nicht!
Und du,
wie alles Tagenthobene:
verpuppt.
Und Augen, die dich suchen.
Und mein Aug darunter.
Ein Blick:
ein Faden mehr, der dich umspinnt.
Dies späte, späte Licht.
Ich weiß: die F äden glänzen.","Und du, auch du -:  
verpuppt.  
Wie alles Nachtgewiegte.  
Dies Flattern, Flügeln rings:  
ich hörs - ich seh es nicht! 
Und du,  
wie alles Tagenthobene:  
verpuppt.  
Und Augen, die dich suchen.  
Und mein Aug darunter.  
Ein Blick:  
ein Faden mehr, der dich umspinnt.  
Dies späte, späte Licht.  
Ich weiß: die F äden glänzen.",Replaced JSON text with the text extracted from the PDF page segment.
13464,Von Schwelle zu Schwelle,Die Felder,40,source_text_replaced,"Immer die eine, die Pappel
am Saum des Gedankens.
Immer der Finger, de r aufragt
am Rain.
Weit schon davor
zögert die Furche im Abend.
Aber die Wolke:
sie zieht.
Immer das Aug.
Immer das Aug, desse n Lid
du aufschlägst beim Schein
seines gesenkten Geschwisters.
Immer dies Aug.
Immer dies Aug, dessen Blick
die eine, die Pappel umspinnt.","Immer die eine, die Pappel",Replaced JSON text with the text extracted from the PDF page segment.
13464,Von Schwelle zu Schwelle,Die Felder,40,cleaning_and_normalization,"Immer die eine, die Pappel
am Saum des Gedankens.
Immer der Finger, de raufragt
am Rain.
Weit schon davor
zögert die Furche im Abend.
Aber die Wolke:
sie zieht.
Immer das Aug.
Immer das Aug, desse n Lid
du aufschlägst beim Schein
seines gesenkten Geschwisters.
Immer dies Aug.
Immer dies Aug, dessen Blick
die eine, die Pappel umspinnt.","Immer die eine, die Pappel","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13465,Von Schwelle zu Schwelle,Andenken,41,source_text_replaced,"Feigengenährt sei das Herz,
darin sich die Stunde besinnt
auf das Mandelauge des Toten.
Feigengenährt.
Schroff, im Anhauch des Meers,
die gescheiterte
Stirne,
die Klippenschwester.
Und um dein We ißhaar vermehrt
das Vlies
der sömmernden Wolke.","Feigengenährt sei das Herz,  
darin sich die Stunde besinnt  
auf das Mandelauge des Toten.  
Feigengenährt.  
Schroff, im Anhauch des Meers,  
die gescheiterte  
Stirne,  
die Klippenschwester.  
Und um dein We ißhaar vermehrt  
das Vlies  
der sömmernden Wolke.",Replaced JSON text with the text extracted from the PDF page segment.
13466,Von Schwelle zu Schwelle,Nächtlich geschürzt,42,source_text_replaced,"Für Hannah und Hermann Lenz
Nächtlich geschürzt
die Lippen der Blumen,
gekreuzt und verschränkt
die Schäfte der Fichten,
ergraut das M oos, erschüttert der Stein,
erwacht zum unend lichen Fluge
die Dohlen über dem Glets cher:
dies ist die Gegend, wo
rasten, die wir ereilt:
sie werden die Stunde nicht nennen,
die Flocken nicht zählen,
den Wassern ni cht folgen ans Wehr.
Sie stehen getrennt in der Welt,
ein jeglicher bei seiner Nacht,
ein jeglicher bei seinem Tode,
unwirsch, barhaupt, bereift
von Nahem und Fernem.
Sie tragen die Schuld ab, die ihren Urs prung beseelte,
das zu Unrecht besteht, wie der Sommer.
Ein Wort - du weißt:
eine Leiche.
Laß uns sie waschen,
laß uns sie kämmen,
laß uns ihr Aug
himmelwärts wenden.","Für Hannah und Hermann Lenz 
Nächtlich geschürzt  
die Lippen der Blumen,  
gekreuzt und verschränkt  
die Schäfte der Fichten,  
ergraut das M oos, erschüttert der Stein,  
erwacht zum unend lichen Fluge  
die Dohlen über dem Glets cher:  
dies ist die Gegend, wo 
rasten, die wir ereilt:  
sie werden die Stunde nicht nennen,  
die Flocken nicht zählen,  
den Wassern ni cht folgen ans Wehr.  
Sie stehen getrennt in der Welt,  
ein jeglicher bei seiner Nacht,  
ein jeglicher bei seinem Tode,  
unwirsch, barhaupt, bereift  
von Nahem und Fernem.  
Sie tragen die Schuld ab, die ihren Urs prung beseelte,  
das zu Unrecht besteht, wie der Sommer.  
Ein Wort - du weißt:  
eine Leiche.  
Laß uns sie waschen, 
laß uns sie kämmen,  
laß uns ihr Aug  
himmelwärts wenden.",Replaced JSON text with the text extracted from the PDF page segment.
13468,Von Schwelle zu Schwelle,Flügelnacht,43,source_text_replaced,"Flügelnacht, weither geko mmen und nun
für immer gespannt
über Kreid e und Kalk.
Kiesel, abgrundhin rollend.
Schnee. Und mehr noch des Weißen.
Unsichtbar,
was braun schien,
gedankenfarben und wild
überwuche rt von Worten.
Kalk ist und Kreide.
Und Kiesel.
Schnee. Und mehr no ch des Weißen.
Du, du selbst:
in das fremde Aug e gebettet, das dies
überblickt.
Welchen der Steine du hebst -
du entblößt,
die des Schutzes der Steine bedürfen:
nackt,
erneuern sie nun die V erflechtung.
Welche n der Bäume du fällst -
du zimmerst
die Bettstatt, darauf
die Seelen sich abermals stauen,
als schütterte nicht
auch dieser
Äon.
Welches der Wo rte du sprichst -
du dankst
dem Verderben.","Flügelnacht, weither geko mmen und nun  
für immer gespannt  
über Kreid e und Kalk.  
Kiesel, abgrundhin rollend.  
Schnee. Und mehr noch des Weißen.  
Unsichtbar,  
was braun schien,  
gedankenfarben und wild  
überwuche rt von Worten.  
Kalk ist und Kreide.  
Und Kiesel.  
Schnee. Und mehr no ch des Weißen.  
Du, du selbst:  
in das fremde Aug e gebettet, das dies  
überblickt.",Replaced JSON text with the text extracted from the PDF page segment.
13468,Von Schwelle zu Schwelle,Flügelnacht,43,cleaning_and_normalization,"Flügelnacht, weither geko mmen und nun
für immer gespannt
über Kreid eund Kalk.
Kiesel, abgrundhin rollend.
Schnee. Und mehr noch des Weißen.
Unsichtbar,
was braun schien,
gedankenfarben und wild
überwuche rt von Worten.
Kalk ist und Kreide.
Und Kiesel.
Schnee. Und mehr no ch des Weißen.
Du, du selbst:
in das fremde Aug egebettet, das dies
überblickt.
Welchen der Steine du hebst du entblößt,
die des Schutzes der Steine bedürfen:
nackt,
erneuern sie nun die Verflechtung.
Welche nder Bäume du fällst du zimmerst
die Bettstatt, darauf
die Seelen sich abermals stauen,
als schütterte nicht
auch dieser
Äon.
Welches der Wo rte du sprichst du dankst
dem Verderben.","Flügelnacht, weither geko mmen und nun
für immer gespannt
über Kreid eund Kalk.
Kiesel, abgrundhin rollend.
Schnee. Und mehr noch des Weißen.
Unsichtbar,
was braun schien,
gedankenfarben und wild
überwuche rt von Worten.
Kalk ist und Kreide.
Und Kiesel.
Schnee. Und mehr no ch des Weißen.
Du, du selbst:
in das fremde Aug egebettet, das dies
überblickt.","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
